,ocid,Level_00,Level_01,Level_02,Level_03,Level_04,Level_05,Level_06
559,ocds-591adf-9168209192,0,0.0,0.0.0,0.0.0.0,0.0.0.0.2,0.0.0.0.2.2,0.0.0.0.2.2.0
560,ocds-591adf-0281884724,0,0.2,0.2.3,0.2.3.0,0.2.3.0,0.2.3.0,0.2.3.0
561,ocds-591adf-3857833819,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
562,ocds-591adf-4332004799,0,0.0,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2
563,ocds-591adf-2359558815,1,1.2,1.2,1.2,1.2,1.2,1.2
564,ocds-591adf-0538930488,3,3.4,3.4.2,3.4.2,3.4.2,3.4.2,3.4.2
565,ocds-591adf-0839745741,0,0.2,0.2.4,0.2.4.0,0.2.4.0,0.2.4.0,0.2.4.0
566,ocds-591adf-0866875345,0,0.5,0.5.3,0.5.3,0.5.3,0.5.3,0.5.3
567,ocds-591adf-5531614911,0,0.5,0.5.3,0.5.3,0.5.3,0.5.3,0.5.3
568,ocds-591adf-2853097771,0,0.5,0.5.3,0.5.3,0.5.3,0.5.3,0.5.3
569,ocds-591adf-2346555490,0,0.5,0.5.3,0.5.3,0.5.3,0.5.3,0.5.3
570,ocds-591adf-4016172435,0,0.5,0.5.3,0.5.3,0.5.3,0.5.3,0.5.3
571,ocds-591adf-2532469644,0,0.5,0.5.3,0.5.3,0.5.3,0.5.3,0.5.3
572,ocds-591adf-0569891533,0,0.0,0.0.8,0.0.8.1,0.0.8.1,0.0.8.1,0.0.8.1
573,ocds-591adf-5424836511,0,0.0,0.0.0,0.0.0.2,0.0.0.2.0,0.0.0.2.0,0.0.0.2.0
574,ocds-591adf-7890264225,,,,,,,
575,ocds-591adf-4299664636,0,0.0,0.0.8,0.0.8.1,0.0.8.1,0.0.8.1,0.0.8.1
576,ocds-591adf-3670075937,0,0.0,0.0.8,0.0.8.0,0.0.8.0.1,0.0.8.0.1,0.0.8.0.1
577,ocds-591adf-8131023957,0,0.0,0.0.8,0.0.8.0,0.0.8.0.1,0.0.8.0.1,0.0.8.0.1
578,ocds-591adf-1706855956,0,0.0,0.0.8,0.0.8.0,0.0.8.0.0,0.0.8.0.0,0.0.8.0.0
579,ocds-591adf-5207837052,0,0.0,0.0.7,0.0.7.0,0.0.7.0.1,0.0.7.0.1,0.0.7.0.1
580,ocds-591adf-1311917983,0,0.0,0.0.7,0.0.7.1,0.0.7.1,0.0.7.1,0.0.7.1
581,ocds-591adf-2844229205,0,0.0,0.0.7,0.0.7.0,0.0.7.0.0,0.0.7.0.0,0.0.7.0.0
582,ocds-591adf-1837020943,0,0.0,0.0.7,0.0.7.0,0.0.7.0.1,0.0.7.0.1,0.0.7.0.1
583,ocds-591adf-2742639589,0,0.1,0.1.0,0.1.0.0,0.1.0.0.1,0.1.0.0.1,0.1.0.0.1
584,ocds-591adf-8680575885,0,0.0,0.0.7,0.0.7.1,0.0.7.1,0.0.7.1,0.0.7.1
585,ocds-591adf-4530655807,0,0.2,0.2.6,0.2.6.0,0.2.6.0,0.2.6.0,0.2.6.0
586,ocds-591adf-6662917447,0,0.2,0.2.6,0.2.6.1,0.2.6.1,0.2.6.1,0.2.6.1
587,ocds-591adf-6793116734,0,0.0,0.0.5,0.0.5.1,0.0.5.1,0.0.5.1,0.0.5.1
588,ocds-591adf-7082676166,0,0.0,0.0.0,0.0.0.2,0.0.0.2.1,0.0.0.2.1,0.0.0.2.1
589,ocds-591adf-5888157546,0,0.3,0.3.2,0.3.2.2,0.3.2.2,0.3.2.2,0.3.2.2
590,ocds-591adf-8175265085,0,0.3,0.3.4,0.3.4.1,0.3.4.1,0.3.4.1,0.3.4.1
591,ocds-591adf-8844534381,0,0.2,0.2.1,0.2.1.0,0.2.1.0,0.2.1.0,0.2.1.0
592,ocds-591adf-6669092902,0,0.3,0.3.4,0.3.4.1,0.3.4.1,0.3.4.1,0.3.4.1
593,ocds-591adf-0987434231,0,0.2,0.2.1,0.2.1.0,0.2.1.0,0.2.1.0,0.2.1.0
594,ocds-591adf-3110313528,0,0.3,0.3.4,0.3.4.1,0.3.4.1,0.3.4.1,0.3.4.1
595,ocds-591adf-4402690469,0,0.3,0.3.4,0.3.4.1,0.3.4.1,0.3.4.1,0.3.4.1
596,ocds-591adf-8841781775,0,0.6,0.6.1,0.6.1,0.6.1,0.6.1,0.6.1
597,ocds-591adf-1022255942,0,0.6,0.6.1,0.6.1,0.6.1,0.6.1,0.6.1
598,ocds-591adf-5507758701,0,0.6,0.6.1,0.6.1,0.6.1,0.6.1,0.6.1
599,ocds-591adf-2740538018,0,0.2,0.2.0,0.2.0.0,0.2.0.0,0.2.0.0,0.2.0.0
600,ocds-591adf-4055296582,6,6,6,6,6,6,6
601,ocds-591adf-2676416271,0,0.2,0.2.3,0.2.3.1,0.2.3.1,0.2.3.1,0.2.3.1
602,ocds-591adf-0933270364,3,3.5,3.5.1,3.5.1.2,3.5.1.2,3.5.1.2,3.5.1.2
603,ocds-591adf-6186641258,4,4.0,4.0.0,4.0.0.1,4.0.0.1,4.0.0.1,4.0.0.1
604,ocds-591adf-4571322578,0,0.2,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5
605,ocds-591adf-1800799116,0,0.2,0.2.3,0.2.3.1,0.2.3.1,0.2.3.1,0.2.3.1
606,ocds-591adf-8326933932,,,,,,,
607,ocds-591adf-6781259404,0,0.4,0.4.0,0.4.0.1,0.4.0.1,0.4.0.1,0.4.0.1
608,ocds-591adf-7302954640,0,0.0,0.0.0,0.0.0.1,0.0.0.1.0,0.0.0.1.0,0.0.0.1.0
609,ocds-591adf-9311596646,0,0.1,0.1.1,0.1.1.1,0.1.1.1.0,0.1.1.1.0.1,0.1.1.1.0.1
610,ocds-591adf-0322676277,3,3.5,3.5.2,3.5.2.1,3.5.2.1,3.5.2.1,3.5.2.1
611,ocds-591adf-5843369681,3,3.5,3.5.2,3.5.2.1,3.5.2.1,3.5.2.1,3.5.2.1
612,ocds-591adf-9666004480,0,0.6,0.6.1,0.6.1,0.6.1,0.6.1,0.6.1
613,ocds-591adf-2701755628,3,3.0,3.0.0,3.0.0.3,3.0.0.3.2,3.0.0.3.2,3.0.0.3.2
614,ocds-591adf-1439759928,3,3.0,3.0.1,3.0.1,3.0.1,3.0.1,3.0.1
615,ocds-591adf-2174165257,3,3.0,3.0.2,3.0.2.0,3.0.2.0.0,3.0.2.0.0,3.0.2.0.0
616,ocds-591adf-5995949665,3,3.0,3.0.0,3.0.0.0,3.0.0.0.1,3.0.0.0.1.0,3.0.0.0.1.0
617,ocds-591adf-0284944940,3,3.3,3.3.1,3.3.1.0,3.3.1.0,3.3.1.0,3.3.1.0
618,ocds-591adf-7186545344,3,3.6,3.6.0,3.6.0,3.6.0,3.6.0,3.6.0
619,ocds-591adf-6476275683,0,0.0,0.0.10,0.0.10.2,0.0.10.2,0.0.10.2,0.0.10.2
620,ocds-591adf-5498680840,0,0.0,0.0.7,0.0.7.3,0.0.7.3,0.0.7.3,0.0.7.3
621,ocds-591adf-5871784501,0,0.0,0.0.7,0.0.7.3,0.0.7.3,0.0.7.3,0.0.7.3
622,ocds-591adf-2556454498,4,4.1,4.1.2,4.1.2,4.1.2,4.1.2,4.1.2
623,ocds-591adf-3464976954,0,0.2,0.2.3,0.2.3.0,0.2.3.0,0.2.3.0,0.2.3.0
624,ocds-591adf-3888035061,0,0.0,0.0.0,0.0.0.1,0.0.0.1.1,0.0.0.1.1,0.0.0.1.1
625,ocds-591adf-9217575339,0,0.7,0.7.0,0.7.0.1,0.7.0.1,0.7.0.1,0.7.0.1
626,ocds-591adf-0290550345,3,3.1,3.1.3,3.1.3.2,3.1.3.2,3.1.3.2,3.1.3.2
627,ocds-591adf-8767626914,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
628,ocds-591adf-3715190319,1,1.1,1.1.0,1.1.0.0,1.1.0.0,1.1.0.0,1.1.0.0
629,ocds-591adf-5706330973,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
630,ocds-591adf-2694908194,1,1.1,1.1.0,1.1.0.0,1.1.0.0,1.1.0.0,1.1.0.0
631,ocds-591adf-0486711239,9,9.0,9.0.0,9.0.0.1,9.0.0.1,9.0.0.1,9.0.0.1
632,ocds-591adf-0420029369,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
633,ocds-591adf-5773057513,0,0.8,0.8.1,0.8.1.0,0.8.1.0,0.8.1.0,0.8.1.0
634,ocds-591adf-2761455866,0,0.8,0.8.1,0.8.1.1,0.8.1.1,0.8.1.1,0.8.1.1
635,ocds-591adf-7235685315,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
636,ocds-591adf-5942699559,1,1.1,1.1.0,1.1.0.0,1.1.0.0,1.1.0.0,1.1.0.0
637,ocds-591adf-4401416794,8,8.4,8.4.0,8.4.0,8.4.0,8.4.0,8.4.0
638,ocds-591adf-6072311720,0,0.0,0.0.1,0.0.1.1,0.0.1.1,0.0.1.1,0.0.1.1
639,ocds-591adf-9628733185,0,0.0,0.0.1,0.0.1.1,0.0.1.1,0.0.1.1,0.0.1.1
640,ocds-591adf-4483792440,3,3.1,3.1.1,3.1.1.0,3.1.1.0,3.1.1.0,3.1.1.0
641,ocds-591adf-2396569119,3,3.1,3.1.0,3.1.0.1,3.1.0.1.0,3.1.0.1.0,3.1.0.1.0
642,ocds-591adf-7468099467,3,3.1,3.1.1,3.1.1.2,3.1.1.2.0,3.1.1.2.0,3.1.1.2.0
643,ocds-591adf-5287224641,0,0.0,0.0.1,0.0.1.1,0.0.1.1,0.0.1.1,0.0.1.1
644,ocds-591adf-6473088962,3,3.1,3.1.1,3.1.1.1,3.1.1.1.1,3.1.1.1.1,3.1.1.1.1
645,ocds-591adf-4275857516,3,3.1,3.1.2,3.1.2.0,3.1.2.0,3.1.2.0,3.1.2.0
646,ocds-591adf-4375805114,,,,,,,
647,ocds-591adf-3040403851,3,3.5,3.5.1,3.5.1.0,3.5.1.0,3.5.1.0,3.5.1.0
648,ocds-591adf-9316251017,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
649,ocds-591adf-2074895725,0,0.8,0.8.1,0.8.1.0,0.8.1.0,0.8.1.0,0.8.1.0
650,ocds-591adf-8547023144,0,0.7,0.7.1,0.7.1,0.7.1,0.7.1,0.7.1
651,ocds-591adf-2799343658,0,0.3,0.3.1,0.3.1.1,0.3.1.1.0,0.3.1.1.0,0.3.1.1.0
652,ocds-591adf-6064437287,0,0.0,0.0.8,0.0.8.2,0.0.8.2.0,0.0.8.2.0.0,0.0.8.2.0.0
653,ocds-591adf-6351654111,0,0.0,0.0.8,0.0.8.2,0.0.8.2.1,0.0.8.2.1,0.0.8.2.1
654,ocds-591adf-4357346394,0,0.0,0.0.8,0.0.8.2,0.0.8.2.0,0.0.8.2.0.1,0.0.8.2.0.1
655,ocds-591adf-6091789645,0,0.2,0.2.1,0.2.1.1,0.2.1.1,0.2.1.1,0.2.1.1
656,ocds-591adf-5444707467,0,0.2,0.2.0,0.2.0.1,0.2.0.1,0.2.0.1,0.2.0.1
657,ocds-591adf-1015803430,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
658,ocds-591adf-3108627390,0,0.1,0.1.1,0.1.1.0,0.1.1.0.1,0.1.1.0.1,0.1.1.0.1
659,ocds-591adf-1544398979,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
660,ocds-591adf-9203793811,2,2.0,2.0.0,2.0.0,2.0.0,2.0.0,2.0.0
661,ocds-591adf-5233340063,2,2.2,2.2.0,2.2.0.2,2.2.0.2,2.2.0.2,2.2.0.2
662,ocds-591adf-3848739629,14,14,14,14,14,14,14
663,ocds-591adf-0115707939,2,2.1,2.1.0,2.1.0.0,2.1.0.0,2.1.0.0,2.1.0.0
664,ocds-591adf-4155836612,0,0.0,0.0.4,0.0.4.0,0.0.4.0.0,0.0.4.0.0,0.0.4.0.0
665,ocds-591adf-9374734729,2,2.2,2.2.3,2.2.3,2.2.3,2.2.3,2.2.3
666,ocds-591adf-1812118383,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
667,ocds-591adf-2045508917,0,0.1,0.1.1,0.1.1.0,0.1.1.0.0,0.1.1.0.0.0,0.1.1.0.0.0
668,ocds-591adf-8333903733,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
669,ocds-591adf-7685216356,3,3.0,3.0.0,3.0.0.3,3.0.0.3.1,3.0.0.3.1,3.0.0.3.1
670,ocds-591adf-5648979642,3,3.0,3.0.0,3.0.0.2,3.0.0.2.1,3.0.0.2.1,3.0.0.2.1
671,ocds-591adf-4844071708,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
672,ocds-591adf-1144553332,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
673,ocds-591adf-4987436112,3,3.0,3.0.1,3.0.1,3.0.1,3.0.1,3.0.1
674,ocds-591adf-9140188790,3,3.1,3.1.3,3.1.3.1,3.1.3.1,3.1.3.1,3.1.3.1
675,ocds-591adf-9988950132,0,0.1,0.1.1,0.1.1.2,0.1.1.2,0.1.1.2,0.1.1.2
676,ocds-591adf-6314380103,0,0.1,0.1.1,0.1.1.0,0.1.1.0.0,0.1.1.0.0.0,0.1.1.0.0.0
677,ocds-591adf-1624878521,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
678,ocds-591adf-4426584943,0,0.0,0.0.11,0.0.11.2,0.0.11.2,0.0.11.2,0.0.11.2
679,ocds-591adf-1806088707,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
680,ocds-591adf-1195303977,8,8.0,8.0.0,8.0.0,8.0.0,8.0.0,8.0.0
681,ocds-591adf-3315096248,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
682,ocds-591adf-3723126760,8,8.2,8.2.1,8.2.1.1,8.2.1.1.1,8.2.1.1.1,8.2.1.1.1
683,ocds-591adf-1108632570,8,8.0,8.0.1,8.0.1,8.0.1,8.0.1,8.0.1
684,ocds-591adf-9776014613,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
685,ocds-591adf-6743049102,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
686,ocds-591adf-4399564244,8,8.0,8.0.0,8.0.0,8.0.0,8.0.0,8.0.0
687,ocds-591adf-5143717407,8,8.1,8.1.1,8.1.1.1,8.1.1.1.0,8.1.1.1.0,8.1.1.1.0
688,ocds-591adf-2064950212,8,8.0,8.0.1,8.0.1,8.0.1,8.0.1,8.0.1
689,ocds-591adf-9373760375,1,1.1,1.1.1,1.1.1.0,1.1.1.0,1.1.1.0,1.1.1.0
690,ocds-591adf-3624750089,1,1.1,1.1.0,1.1.0.0,1.1.0.0,1.1.0.0,1.1.0.0
691,ocds-591adf-8293745677,0,0.3,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0
692,ocds-591adf-3836497586,0,0.7,0.7.1,0.7.1,0.7.1,0.7.1,0.7.1
693,ocds-591adf-4942070282,3,3.1,3.1.0,3.1.0.2,3.1.0.2.0,3.1.0.2.0.1,3.1.0.2.0.1
694,ocds-591adf-6677014369,3,3.1,3.1.1,3.1.1.1,3.1.1.1.1,3.1.1.1.1,3.1.1.1.1
695,ocds-591adf-7269927615,0,0.0,0.0.1,0.0.1.0,0.0.1.0.1,0.0.1.0.1,0.0.1.0.1
696,ocds-591adf-1878297445,0,0.5,0.5.0,0.5.0.2,0.5.0.2,0.5.0.2,0.5.0.2
697,ocds-591adf-3034053463,0,0.0,0.0.9,0.0.9.2,0.0.9.2.0,0.0.9.2.0,0.0.9.2.0
698,ocds-591adf-6918850444,0,0.0,0.0.9,0.0.9.2,0.0.9.2.0,0.0.9.2.0,0.0.9.2.0
699,ocds-591adf-2962312827,0,0.0,0.0.1,0.0.1.0,0.0.1.0.1,0.0.1.0.1,0.0.1.0.1
700,ocds-591adf-9112931197,3,3.1,3.1.0,3.1.0.2,3.1.0.2.1,3.1.0.2.1.0,3.1.0.2.1.0
701,ocds-591adf-3240944164,3,3.1,3.1.1,3.1.1.2,3.1.1.2.1,3.1.1.2.1,3.1.1.2.1
702,ocds-591adf-2372332812,3,3.1,3.1.0,3.1.0.0,3.1.0.0.1,3.1.0.0.1,3.1.0.0.1
703,ocds-591adf-6603720058,3,3.1,3.1.2,3.1.2.0,3.1.2.0,3.1.2.0,3.1.2.0
704,ocds-591adf-2108050504,0,0.8,0.8.0,0.8.0.0,0.8.0.0,0.8.0.0,0.8.0.0
705,ocds-591adf-8586283189,3,3.4,3.4.0,3.4.0.0,3.4.0.0,3.4.0.0,3.4.0.0
706,ocds-591adf-1090177289,3,3.4,3.4.2,3.4.2,3.4.2,3.4.2,3.4.2
707,ocds-591adf-7382402375,3,3.1,3.1.0,3.1.0.3,3.1.0.3,3.1.0.3,3.1.0.3
708,ocds-591adf-2401833289,3,3.1,3.1.4,3.1.4.1,3.1.4.1,3.1.4.1,3.1.4.1
709,ocds-591adf-7847639074,0,0.3,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0
710,ocds-591adf-4170419959,3,3.2,3.2.0,3.2.0.0,3.2.0.0,3.2.0.0,3.2.0.0
711,ocds-591adf-3240717431,3,3.1,3.1.1,3.1.1.3,3.1.1.3,3.1.1.3,3.1.1.3
712,ocds-591adf-5307724746,3,3.1,3.1.0,3.1.0.1,3.1.0.1.0,3.1.0.1.0,3.1.0.1.0
713,ocds-591adf-4949559443,0,0.8,0.8.2,0.8.2,0.8.2,0.8.2,0.8.2
714,ocds-591adf-4100054818,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
715,ocds-591adf-3390216177,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
716,ocds-591adf-0905492397,1,1.0,1.0.1,1.0.1,1.0.1,1.0.1,1.0.1
717,ocds-591adf-4627617881,0,0.3,0.3.4,0.3.4.0,0.3.4.0.1,0.3.4.0.1,0.3.4.0.1
718,ocds-591adf-4266757473,0,0.0,0.0.5,0.0.5.2,0.0.5.2,0.0.5.2,0.0.5.2
719,ocds-591adf-7158316162,0,0.0,0.0.5,0.0.5.2,0.0.5.2,0.0.5.2,0.0.5.2
720,ocds-591adf-9992750712,0,0.0,0.0.4,0.0.4.2,0.0.4.2.0,0.0.4.2.0,0.0.4.2.0
721,ocds-591adf-0229286985,0,0.0,0.0.4,0.0.4.2,0.0.4.2.0,0.0.4.2.0,0.0.4.2.0
722,ocds-591adf-9755129131,3,3.1,3.1.3,3.1.3.0,3.1.3.0,3.1.3.0,3.1.3.0
723,ocds-591adf-8565852539,3,3.1,3.1.3,3.1.3.0,3.1.3.0,3.1.3.0,3.1.3.0
724,ocds-591adf-9653814550,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
725,ocds-591adf-9306866843,0,0.9,0.9,0.9,0.9,0.9,0.9
726,ocds-591adf-7832951874,0,0.8,0.8.1,0.8.1.3,0.8.1.3,0.8.1.3,0.8.1.3
727,ocds-591adf-2807774921,0,0.0,0.0.5,0.0.5.1,0.0.5.1,0.0.5.1,0.0.5.1
728,ocds-591adf-7561219297,0,0.4,0.4.0,0.4.0.1,0.4.0.1,0.4.0.1,0.4.0.1
729,ocds-591adf-8287357455,0,0.4,0.4.0,0.4.0.1,0.4.0.1,0.4.0.1,0.4.0.1
730,ocds-591adf-7978718383,3,3.1,3.1.3,3.1.3.0,3.1.3.0,3.1.3.0,3.1.3.0
731,ocds-591adf-0152077061,3,3.1,3.1.3,3.1.3.0,3.1.3.0,3.1.3.0,3.1.3.0
732,ocds-591adf-0639747840,0,0.3,0.3.3,0.3.3,0.3.3,0.3.3,0.3.3
733,ocds-591adf-1876794520,3,3.7,3.7,3.7,3.7,3.7,3.7
734,ocds-591adf-6710616438,3,3.1,3.1.3,3.1.3.0,3.1.3.0,3.1.3.0,3.1.3.0
735,ocds-591adf-2288241575,1,1.1,1.1.0,1.1.0.1,1.1.0.1,1.1.0.1,1.1.0.1
736,ocds-591adf-5458382622,1,1.1,1.1.0,1.1.0.1,1.1.0.1,1.1.0.1,1.1.0.1
737,ocds-591adf-1652437188,1,1.1,1.1.1,1.1.1.1,1.1.1.1,1.1.1.1,1.1.1.1
738,ocds-591adf-3084399754,1,1.1,1.1.1,1.1.1.1,1.1.1.1,1.1.1.1,1.1.1.1
739,ocds-591adf-8016771929,1,1.1,1.1.2,1.1.2,1.1.2,1.1.2,1.1.2
740,ocds-591adf-0964401878,8,8.3,8.3.0,8.3.0,8.3.0,8.3.0,8.3.0
741,ocds-591adf-1933643437,8,8.3,8.3.0,8.3.0,8.3.0,8.3.0,8.3.0
742,ocds-591adf-4702341687,3,3.0,3.0.2,3.0.2.1,3.0.2.1,3.0.2.1,3.0.2.1
743,ocds-591adf-9116317246,3,3.0,3.0.0,3.0.0.2,3.0.0.2.1,3.0.0.2.1,3.0.0.2.1
744,ocds-591adf-8195848983,3,3.0,3.0.0,3.0.0.3,3.0.0.3.0,3.0.0.3.0.1,3.0.0.3.0.1
745,ocds-591adf-9115122251,3,3.0,3.0.2,3.0.2.1,3.0.2.1,3.0.2.1,3.0.2.1
746,ocds-591adf-6515199615,3,3.0,3.0.2,3.0.2.1,3.0.2.1,3.0.2.1,3.0.2.1
747,ocds-591adf-8461631165,3,3.0,3.0.2,3.0.2.0,3.0.2.0.1,3.0.2.0.1,3.0.2.0.1
748,ocds-591adf-0111399201,3,3.0,3.0.1,3.0.1,3.0.1,3.0.1,3.0.1
749,ocds-591adf-5373437767,3,3.0,3.0.1,3.0.1,3.0.1,3.0.1,3.0.1
750,ocds-591adf-6441264203,3,3.0,3.0.1,3.0.1,3.0.1,3.0.1,3.0.1
751,ocds-591adf-1002152174,0,0.0,0.0.0,0.0.0.0,0.0.0.0.1,0.0.0.0.1.0,0.0.0.0.1.0.1
752,ocds-591adf-5608935364,0,0.4,0.4.1,0.4.1.1,0.4.1.1,0.4.1.1,0.4.1.1
753,ocds-591adf-4957567520,0,0.4,0.4.1,0.4.1.1,0.4.1.1,0.4.1.1,0.4.1.1
754,ocds-591adf-6075316030,3,3.5,3.5.4,3.5.4,3.5.4,3.5.4,3.5.4
755,ocds-591adf-5515805540,0,0.2,0.2.3,0.2.3.0,0.2.3.0,0.2.3.0,0.2.3.0
756,ocds-591adf-1531285830,0,0.0,0.0.7,0.0.7.1,0.0.7.1,0.0.7.1,0.0.7.1
757,ocds-591adf-9390285909,0,0.6,0.6.2,0.6.2,0.6.2,0.6.2,0.6.2
758,ocds-591adf-3562069704,,,,,,,
759,ocds-591adf-4735659025,0,0.0,0.0.4,0.0.4.0,0.0.4.0.1,0.0.4.0.1,0.0.4.0.1
760,ocds-591adf-0557496060,0,0.3,0.3.2,0.3.2.0,0.3.2.0.1,0.3.2.0.1,0.3.2.0.1
761,ocds-591adf-8902140898,0,0.3,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0
762,ocds-591adf-2999190496,4,4.0,4.0.1,4.0.1.2,4.0.1.2.1,4.0.1.2.1,4.0.1.2.1
763,ocds-591adf-7146752013,4,4.1,4.1.0,4.1.0.2,4.1.0.2.0,4.1.0.2.0,4.1.0.2.0
764,ocds-591adf-0429102665,4,4.1,4.1.0,4.1.0.2,4.1.0.2.0,4.1.0.2.0,4.1.0.2.0
765,ocds-591adf-8621709918,4,4.1,4.1.0,4.1.0.2,4.1.0.2.0,4.1.0.2.0,4.1.0.2.0
766,ocds-591adf-2653125767,4,4.1,4.1.0,4.1.0.0,4.1.0.0,4.1.0.0,4.1.0.0
767,ocds-591adf-0024730431,4,4.1,4.1.0,4.1.0.0,4.1.0.0,4.1.0.0,4.1.0.0
768,ocds-591adf-4811240028,4,4.1,4.1.0,4.1.0.0,4.1.0.0,4.1.0.0,4.1.0.0
769,ocds-591adf-9181613139,4,4.1,4.1.0,4.1.0.1,4.1.0.1.1,4.1.0.1.1.0,4.1.0.1.1.0
770,ocds-591adf-8619369763,4,4.1,4.1.1,4.1.1.0,4.1.1.0,4.1.1.0,4.1.1.0
771,ocds-591adf-5770617196,4,4.0,4.0.0,4.0.0.1,4.0.0.1,4.0.0.1,4.0.0.1
772,ocds-591adf-0749759512,4,4.1,4.1.1,4.1.1.0,4.1.1.0,4.1.1.0,4.1.1.0
773,ocds-591adf-3310202625,3,3.0,3.0.1,3.0.1,3.0.1,3.0.1,3.0.1
774,ocds-591adf-5947912794,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
775,ocds-591adf-5735524086,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
776,ocds-591adf-2834590888,8,8.1,8.1.2,8.1.2.0,8.1.2.0,8.1.2.0,8.1.2.0
777,ocds-591adf-0918711075,8,8.1,8.1.2,8.1.2.0,8.1.2.0,8.1.2.0,8.1.2.0
778,ocds-591adf-1557880338,3,3.0,3.0.0,3.0.0.2,3.0.0.2.0,3.0.0.2.0,3.0.0.2.0
779,ocds-591adf-7160759879,3,3.0,3.0.1,3.0.1,3.0.1,3.0.1,3.0.1
780,ocds-591adf-3972422713,8,8.1,8.1.3,8.1.3.1,8.1.3.1,8.1.3.1,8.1.3.1
781,ocds-591adf-5050631778,8,8.0,8.0.1,8.0.1,8.0.1,8.0.1,8.0.1
782,ocds-591adf-6101890217,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
783,ocds-591adf-3489610071,9,9.0,9.0.0,9.0.0.1,9.0.0.1,9.0.0.1,9.0.0.1
784,ocds-591adf-4697175023,0,0.0,0.0.9,0.0.9.2,0.0.9.2.1,0.0.9.2.1,0.0.9.2.1
785,ocds-591adf-8406258998,4,4.0,4.0.0,4.0.0.0,4.0.0.0,4.0.0.0,4.0.0.0
786,ocds-591adf-1525694916,0,0.0,0.0.4,0.0.4.0,0.0.4.0.0,0.0.4.0.0,0.0.4.0.0
787,ocds-591adf-6113163715,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
788,ocds-591adf-7356438772,9,9.0,9.0.0,9.0.0.1,9.0.0.1,9.0.0.1,9.0.0.1
789,ocds-591adf-5842281596,9,9.0,9.0.1,9.0.1.0,9.0.1.0,9.0.1.0,9.0.1.0
790,ocds-591adf-1495612293,13,13.1,13.1.1,13.1.1,13.1.1,13.1.1,13.1.1
791,ocds-591adf-2560580875,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
792,ocds-591adf-1175980420,9,9.0,9.0.0,9.0.0.1,9.0.0.1,9.0.0.1,9.0.0.1
793,ocds-591adf-3213850251,0,0.2,0.2.4,0.2.4.1,0.2.4.1,0.2.4.1,0.2.4.1
794,ocds-591adf-2290683076,0,0.0,0.0.4,0.0.4.0,0.0.4.0.1,0.0.4.0.1,0.0.4.0.1
795,ocds-591adf-3222625916,0,0.4,0.4.1,0.4.1.0,0.4.1.0,0.4.1.0,0.4.1.0
796,ocds-591adf-2104563521,3,3.1,3.1.2,3.1.2.0,3.1.2.0,3.1.2.0,3.1.2.0
797,ocds-591adf-3306467925,,,,,,,
798,ocds-591adf-7945637258,10,10,10,10,10,10,10
799,ocds-591adf-5351039244,4,4.0,4.0.0,4.0.0.1,4.0.0.1,4.0.0.1,4.0.0.1
800,ocds-591adf-8372045258,0,0.0,0.0.0,0.0.0.0,0.0.0.0.1,0.0.0.0.1.0,0.0.0.0.1.0.0
801,ocds-591adf-2565867185,4,4.1,4.1.2,4.1.2,4.1.2,4.1.2,4.1.2
802,ocds-591adf-3970511656,0,0.0,0.0.4,0.0.4.1,0.0.4.1.0,0.0.4.1.0,0.0.4.1.0
